,x0,x1,x2,x3,x4,Target,Hypothesis
0,-31.310985616808548,-31.564771575259574,-30.863638665187974,-32.48165310455794,-31.153281740259672,-21.872394901409386,Poor
1,-7.096585616808548,-7.350371575259573,-6.649238665187973,-8.26725310455794,-6.938881740259671,-16.960124370734697,Weak
2,14.975447308417472,6.659389021894299,29.634112219120517,-23.38498493015455,20.143087935171117,-21.45273615893822,Global
3,-8.964368202397846,-20.541812749807395,-15.784264447561096,8.504104885416709,-30.63408744602473,-21.50072040051813,Global
4,29.309801147744942,26.49740041376277,3.2853298788323997,-19.856864861175993,-17.56149635503055,-21.752406304070963,Global
5,-8.5536,-8.5536,-8.5536,-6.5536,-8.5536,-18.443916478984477,Weak
6,-32.768,-32.768,-32.768,-30.768,-32.768,-21.56799848382188,Poor
7,-7.136416652578894,-8.083817660654384,-7.79732591051552,-8.057662650650347,-6.72918915734756,-16.638832201906418,Weak
8,-6.5536,-6.5536,-8.5536,-8.5536,-6.5536,-17.793284124270983,Weak
9,-6.5536,-8.5536,-6.773198192274476,-7.051644742172688,-6.5536,-17.21307159499109,Weak
10,-8.5536,-8.5536,-6.75450218329608,-8.5536,-6.5536,-18.084227673116846,Weak
11,-6.5536,-8.456944337659875,-7.46752791881478,-8.5536,-7.808235860826078,-18.01805047952889,Weak
12,-7.016273832972624,-7.700222684683757,-7.254179093299714,-7.651483326982877,-6.5536,-17.183197246758514,Weak
13,-6.831235083474534,-8.5536,-8.5536,-7.3351663261553455,-6.5536,-17.789736534036148,Weak
14,-7.8986005074860195,-7.398313678217568,-7.98698546061167,-8.461235651430218,-6.932741672061866,-17.26948645469571,Weak
15,-7.202604318638801,-6.5536,-6.5536,-7.35476223612715,-8.277044490034738,-17.373324045548173,Weak
16,-8.187292374444008,-6.640358813044503,-7.164137953947183,-6.7022498624710085,-6.5830834809711,-17.03047467754251,Weak
17,-12.392806577913898,-6.519199349010748,0.21657482212908974,-8.719109833550903,-17.349808156045462,-19.742780480429932,Global
