,x0,x1,x2,x3,x4,x5,x6,x7,x8,Target,Hypothesis
0,-31.309972515421762,-31.64552079534472,-32.518065815981515,-31.972815262599767,-31.20538358745305,-31.746014036693776,-32.40261328316835,-31.060974249502294,-30.85725621473038,-21.682767887459377,Poor
1,15.008644614659708,4.01339857814429,-24.578156658082385,-6.711386524869123,18.435814606338532,0.7204360456184205,-20.795008062860493,23.16781979230882,29.84325235571486,-21.097627204823016,Global
2,31.733413855348587,-20.13914897924959,30.854027763398555,-17.379599672839838,-31.040874184057117,29.233010645202086,27.63815990204477,-13.502004080674045,-21.871086652684745,-21.53803874750047,Global
3,-6.8535687687421145,0.69925173691216,-12.580472193631547,-4.615776921718773,21.631428568750003,4.089025100040274,21.685096298110082,32.56675802052247,-10.972115422823606,-21.08761837806682,Global
4,-26.803691429100617,17.945825023679085,-22.977987837927337,14.768869189086132,29.82847671943737,-27.977595304938042,-3.462741955126738,22.355513689864054,-23.22991234071911,-21.18779494829708,Global
5,-32.768,-32.768,-30.768,-30.768,-32.768,-32.768,-30.768,-32.76314344253863,-32.768,-21.570103612722747,Poor
6,-32.768,-30.768,-30.768,-32.768,-32.768,-30.768,-30.768,-32.768,-32.768,-21.56487157268775,Poor
7,-30.768,-32.768,-30.768,-32.768,-30.768,-30.768,-30.768,-32.768,-32.768,-21.563329916724715,Poor
8,-30.768,-30.768,-30.768,-32.768,-32.768,-32.768,-30.768,-32.768,-32.768,-21.56487157268775,Poor
9,-30.768,-32.768,-30.768,-32.768,-32.768,-30.768,-32.768,-32.768,-32.768,-21.566336267483493,Poor
10,32.768,32.768,32.768,32.768,32.768,-32.768,32.768,-32.768,32.768,-21.570311151282485,Global
11,-32.768,32.768,32.768,32.768,32.768,32.767999999999994,-32.768,32.768,32.768,-21.570311151282493,Global
12,32.768,32.768,32.768,-32.768,32.768,-32.768,-32.768,32.768,-32.768,-21.570311151282485,Global
13,32.768,32.768,-32.768,32.768,32.768,32.768,-32.768,-32.768,-32.768,-21.570311151282485,Global
14,-32.768,-32.768,32.768,32.768,-32.768,-32.768,32.768,-32.768,-32.768,-21.570311151282485,Global
15,32.768,32.768,-32.768,32.768,-32.768,32.767999999999994,32.768,32.768,32.768,-21.570311151282493,Global
16,-32.768,32.768,-32.768,-32.768,32.768,32.768,32.768,-32.768,32.768,-21.570311151282485,Global
17,32.768,-32.768,-32.768,32.768,32.768,-32.768,32.768,32.767999999999994,32.768,-21.570311151282493,Global
18,-32.768,-32.768,32.768,-32.768,32.768,32.768,-32.768,-32.768,-32.768,-21.570311151282485,Global
19,-32.768,32.768,32.768,-32.768,-32.768,-32.768,32.768,32.768,32.768,-21.570311151282485,Global
20,-30.768,-32.768,-32.768,-30.768,-32.768,-30.768,-30.768,-32.768,-32.768,-21.56487157268775,Poor
21,-30.768,-32.768,-30.768,-30.768,-32.768,-30.768,-30.768,-30.768,-32.768,-21.561706593226106,Poor
22,-31.186687421828374,-30.851835359149835,-30.86929890047441,-30.82284389075499,-32.57693115020715,-30.864849766388303,-30.86317689409452,-32.51396939463397,-32.34365084604658,-21.565549259085728,Poor
23,-30.768,-32.768,-30.768,-32.768,-32.768,-30.768,-30.768,-32.768,-30.768,-21.563329916724715,Poor
24,-30.768,-31.89973529016165,-30.768,-30.768,-32.014207593809225,-30.768,-30.768,-32.768,-32.768,-21.34740472443678,Poor
25,-11.406685994179462,5.271702149320208,-12.827480059434933,0.792571304748707,14.547206275580109,4.7137871195875265,22.864875660101248,23.662378120229395,-19.022863760423572,-20.73686456897734,Global
