,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target,Hypothesis
0,-8.0219769730488,-8.900910546310548,-9.437105396089875,-9.845420867841655,-9.111061008056394,-9.05438406048903,-9.902955998187108,-9.673351103583467,-9.76809857700411,-8.745216634591149,-8.287635902808752,-8.699795157824894,-8.0185566304844,-9.05929850319243,-10988535.087026253,Poor
1,9.780230269512003,0.9908945368945083,-4.3710539608987435,-8.454208678416546,-1.110610080563939,-0.5438406048902937,-9.029559981871083,-6.733511035834665,-7.6809857700411115,2.547833654088521,7.1236409719124865,3.002048421751052,9.814433695156001,-0.5929850319242913,-4057537.432592627,Global
2,2.3658896713471638,-4.346655869376653,9.520066316350832,3.461359982633505,-1.1893822245091101,-4.206253194958103,0.19399368094282465,-7.750782084080107,-5.460904213154283,-0.42895390676610745,-5.144836864397739,-2.240349647856661,6.37746855130753,-8.509184296769067,-1684399.2394416211,Global
3,8.462990780553383,-5.5020783598108425,4.127429692159923,-7.788690864549775,2.020082470463727,-1.8641492382341251,6.7365890086411255,-4.9993914431208175,-0.8452401707870685,1.1486540536415148,-4.960996004168896,-7.79517355468535,4.532743926160483,-3.7985212496755523,-1878737.5884565401,Global
4,6.515079309944106,-0.9666694670689289,-8.11722141799015,7.744064752197232,4.835082559212191,-7.561354491304019,7.117381433672577,-8.661234576233012,-6.320960282849395,-6.556663653871371,8.445559549155313,3.32664942446935,-4.8988648932639345,-4.973674943242967,-3106574.3013297548,Global
5,-9.670829639752377,-8.86080896476201,-8.1190063804742,-8.06678671102348,-8.311494527859749,-8.22215349807087,-8.18988249940937,-9.846888380385248,-8.285514357860578,-9.1685357455245,-9.91466869125517,-8.93365779974879,-9.766591908896508,-9.841771058624118,-10305756.641049486,Poor
6,-8.852204507261023,-8.486618053762337,-9.83790167497078,-9.78596191443344,-8.599910786067529,-9.540483565769966,-9.783545474455853,-8.167536185014805,-8.433410706929589,-8.545161372133295,-9.17532270610683,-9.091863065454094,-9.761624331152067,-8.963946684976227,-11129304.403001362,Poor
7,-9.671644645378349,-8.861085236682431,-8.117554596049056,-8.06527909073808,-8.31118065492758,-8.221061705561572,-8.18847711044707,-9.84817138877084,-8.285223402923112,-9.169055426332942,-9.915421467944658,-8.933567165123238,-9.766807519294076,-9.842525497234087,-10305736.715583969,Poor
8,-9.677609872719902,-8.862310293403075,-8.109093214927258,-8.055942085755659,-8.30866722716009,-8.214910503398702,-8.179700957850825,-9.854331018862396,-8.281902592799732,-9.172022596282897,-9.921071199794302,-8.933462034105098,-9.770135735794211,-9.847056722211708,-10306128.948221356,Poor
9,5.855846938617861,-4.112211009033147,6.259810279922495,-0.5838409963846616,0.8590053279686075,-3.110663721414408,3.304207501955232,-6.695220508086175,-3.6682846546940744,0.1959773084512532,-3.3205120086693456,-3.453898704286215,5.610315771251258,-6.019346992033955,-773242.8454804757,Global
